id,datetime,visitor_id,device_type,revenue,tax,device_name
211,2019-08-08 00:00:00,90315681642134,1,329.8328366070058,0.19,Desktop
212,2019-09-20 00:00:00,55768570081962,3,387.7868412783748,0.19,Mobile Phone
213,2019-09-28 00:00:00,2507880091335,4,121.05126468222916,0.07,Unknown
214,2019-09-19 00:00:00,35353957232995,4,525.9572422474154,0.07,Unknown
215,2019-10-01 00:00:00,93685526993860,4,11.67269402973799,0.07,Unknown
216,2019-10-09 00:00:00,40278915353239,4,580.1747869681785,0.07,Unknown
217,2019-08-16 00:00:00,87409142901766,2,622.0975870945961,0.07,Tablet
218,2019-09-13 00:00:00,37532206428843,4,323.01919919222036,0.19,Unknown
219,2019-09-03 00:00:00,2086917030708,1,672.0047910419233,0.07,Desktop
220,2019-10-29 00:00:00,64847350491582,4,700.8754369043587,0.19,Unknown
221,2019-10-22 00:00:00,12112217177864,4,169.38332448725006,0.19,Unknown
222,2019-10-03 00:00:00,15879709360611,1,638.9915771570802,0.19,Desktop
223,2019-10-17 00:00:00,1988258251896,2,160.69370634120406,0.07,Tablet
224,2019-10-05 00:00:00,49586564372940,3,481.4315524084776,0.07,Mobile Phone
225,2019-09-08 00:00:00,50858910942896,3,5.598109259469208,0.19,Mobile Phone
226,2019-09-07 00:00:00,59210507405112,3,77.07698314070062,0.19,Mobile Phone
227,2019-08-29 00:00:00,84614719586455,1,150.5268486666093,0.07,Desktop
228,2019-10-06 00:00:00,19687282188823,2,732.7512399564852,0.19,Tablet
229,2019-10-23 00:00:00,53067635695797,2,422.95031046859344,0.19,Tablet
230,2019-09-12 00:00:00,19687282188823,3,356.9687362019016,0.19,Mobile Phone
231,2019-08-07 00:00:00,4058704125570,1,131.40832255831538,0.19,Desktop
232,2019-10-30 00:00:00,95197492184610,4,314.2216269541742,0.07,Unknown
233,2019-09-22 00:00:00,76304454656332,3,178.46634895401115,0.19,Mobile Phone
234,2019-08-28 00:00:00,38255290592927,2,416.9079893198921,0.07,Tablet
235,2019-10-11 00:00:00,10827646079247,1,730.4454975174251,0.07,Desktop
236,2019-09-22 00:00:00,90765096333427,4,394.2905585599337,0.07,Unknown
237,2019-10-05 00:00:00,13338811947619,1,698.1001046800313,0.07,Desktop
238,2019-08-17 00:00:00,31381868671164,4,500.8500434921079,0.07,Unknown
239,2019-10-03 00:00:00,36167575509560,3,371.03886814175996,0.07,Mobile Phone
240,2019-09-14 00:00:00,27567058713509,4,323.1344563866976,0.19,Unknown
241,2019-08-29 00:00:00,66936803455365,3,641.1084552861869,0.07,Mobile Phone
242,2019-10-15 00:00:00,98198722289603,3,511.3273611465051,0.19,Mobile Phone
243,2019-10-01 00:00:00,58289270550674,4,411.7037954033697,0.07,Unknown
244,2019-08-20 00:00:00,14497740870073,4,172.1126223190694,0.19,Unknown
245,2019-08-31 00:00:00,17712536102649,4,412.48959989746635,0.19,Unknown
246,2019-08-26 00:00:00,95237120994766,2,573.0059978645975,0.19,Tablet
247,2019-09-23 00:00:00,21443715510070,2,530.3524336755424,0.19,Tablet
248,2019-09-06 00:00:00,65457803850577,2,664.9955081700936,0.07,Tablet
249,2019-08-19 00:00:00,8119136818471,2,468.8590816895875,0.07,Tablet
250,2019-09-29 00:00:00,50853147901423,2,226.69774339564123,0.07,Tablet
251,2019-10-10 00:00:00,91931974797392,3,450.9102426866661,0.19,Mobile Phone
252,2019-10-02 00:00:00,83577995191748,3,421.7575947041249,0.19,Mobile Phone
253,2019-10-04 00:00:00,13211367900270,3,670.280754858051,0.07,Mobile Phone
254,2019-08-21 00:00:00,40692451581985,1,312.15193870977816,0.19,Desktop
255,2019-10-22 00:00:00,27930497600262,2,309.5171559805758,0.19,Tablet
256,2019-09-20 00:00:00,99126830143165,3,225.57136749501313,0.19,Mobile Phone
257,2019-10-01 00:00:00,80065136783836,1,593.0742240719611,0.07,Desktop
258,2019-10-03 00:00:00,52376183538822,1,354.088764114276,0.19,Desktop
259,2019-10-20 00:00:00,2666045211699,2,42.27740177800728,0.07,Tablet
260,2019-09-15 00:00:00,35601601087149,3,409.9111827684648,0.07,Mobile Phone
261,2019-10-08 00:00:00,25662618227295,3,265.5430191395116,0.19,Mobile Phone
262,2019-08-30 00:00:00,59506003137877,1,516.5387820816638,0.07,Desktop
263,2019-08-26 00:00:00,35174727331619,2,603.6840464437045,0.07,Tablet
264,2019-09-07 00:00:00,2339074478104,1,577.0615798801391,0.19,Desktop
265,2019-09-26 00:00:00,14262500170292,4,620.5481177239767,0.19,Unknown
266,2019-08-29 00:00:00,60844228528810,4,612.2596948130084,0.19,Unknown
267,2019-09-03 00:00:00,55799729262919,3,97.86596924758811,0.07,Mobile Phone
268,2019-10-10 00:00:00,46735096856415,4,39.94958416804745,0.19,Unknown
269,2019-10-03 00:00:00,95078718581654,4,132.19038894526835,0.07,Unknown
270,2019-08-10 00:00:00,71609081202171,4,695.6315593623458,0.19,Unknown
271,2019-08-31 00:00:00,44944277658386,1,516.5439722790578,0.07,Desktop
272,2019-10-18 00:00:00,2404178036246,1,144.79992729695627,0.07,Desktop
273,2019-08-18 00:00:00,96667340588795,1,430.79997752523985,0.07,Desktop
274,2019-09-13 00:00:00,88367278839508,1,117.85982213782512,0.07,Desktop
275,2019-08-19 00:00:00,10674636295267,3,603.3771503059955,0.07,Mobile Phone
276,2019-10-02 00:00:00,60723483660888,1,405.54746103685574,0.19,Desktop
277,2019-10-17 00:00:00,20036311839020,3,148.83054477866546,0.19,Mobile Phone
278,2019-11-01 00:00:00,54025513931879,1,329.62934496209135,0.19,Desktop
279,2019-09-17 00:00:00,56506946116975,2,436.09639922685614,0.19,Tablet
280,2019-11-02 00:00:00,97918556949769,1,100.93095609877898,0.07,Desktop
281,2019-08-16 00:00:00,46073391748758,2,509.6765601302969,0.07,Tablet
282,2019-10-21 00:00:00,13288310009225,2,408.3151272601468,0.07,Tablet
283,2019-09-22 00:00:00,11346661602529,1,38.124408085214064,0.19,Desktop
284,2019-09-01 00:00:00,8181768934502,2,53.93123068700771,0.19,Tablet
285,2019-10-21 00:00:00,73293765302634,3,451.2108140781303,0.19,Mobile Phone
286,2019-08-07 00:00:00,29456898890357,4,244.51812233558638,0.07,Unknown
287,2019-10-28 00:00:00,13254512462375,2,344.620086802195,0.19,Tablet
288,2019-09-26 00:00:00,53037315548969,2,14.216269683196522,0.19,Tablet
289,2019-09-08 00:00:00,35868083522548,1,461.8846946161436,0.07,Desktop
290,2019-09-03 00:00:00,54686232484756,4,746.0994904091772,0.07,Unknown
291,2019-09-09 00:00:00,5229891965018,2,631.5049979778692,0.19,Tablet
292,2019-08-15 00:00:00,21581068597227,3,584.497906597105,0.19,Mobile Phone
293,2019-08-28 00:00:00,84725499961911,3,480.4543717424666,0.07,Mobile Phone
294,2019-10-10 00:00:00,25793115747188,2,341.48109630009066,0.19,Tablet
295,2019-10-12 00:00:00,12770198341288,4,194.94008656066293,0.19,Unknown
296,2019-08-27 00:00:00,62460955269333,1,392.6407643433542,0.19,Desktop
297,2019-10-15 00:00:00,66493906025687,4,535.0223995208595,0.07,Unknown
298,2019-10-19 00:00:00,35254955759386,2,590.6336668599429,0.07,Tablet
299,2019-09-18 00:00:00,59238814497747,2,672.0336441592851,0.07,Tablet
300,2019-10-05 00:00:00,6650846820916,4,414.3867468999838,0.19,Unknown
301,2019-08-21 00:00:00,45546484045065,1,384.88367062448265,0.07,Desktop
302,2019-09-21 00:00:00,81673733125078,2,131.70928510481568,0.07,Tablet
303,2019-08-07 00:00:00,811945222094,3,348.9237470458487,0.19,Mobile Phone
304,2019-08-26 00:00:00,62055983495027,2,378.6901666021815,0.07,Tablet
305,2019-08-31 00:00:00,66981520617716,3,179.75637720544705,0.19,Mobile Phone
306,2019-08-16 00:00:00,28393368948826,4,717.8718772745934,0.19,Unknown
307,2019-10-07 00:00:00,18959853076729,3,656.4113479060806,0.19,Mobile Phone
308,2019-10-06 00:00:00,98387289449951,3,331.7693753037219,0.19,Mobile Phone
309,2019-08-26 00:00:00,76110568798871,3,386.1005261060653,0.19,Mobile Phone
310,2019-09-18 00:00:00,22879843507858,1,432.95106851939767,0.07,Desktop
311,2019-08-24 00:00:00,38059726764377,4,267.2276260984568,0.07,Unknown
312,2019-08-06 00:00:00,95544654123292,3,337.3908763429619,0.07,Mobile Phone
313,2019-08-16 00:00:00,96883769273574,2,191.1453002530397,0.07,Tablet
314,2019-09-25 00:00:00,62556923106807,4,468.46702139903664,0.19,Unknown
315,2019-09-11 00:00:00,97050951631857,2,602.1524851934208,0.07,Tablet
316,2019-09-22 00:00:00,28791890098995,1,17.77146807081335,0.07,Desktop
317,2019-10-04 00:00:00,42470263856138,4,750.1074440033698,0.07,Unknown
318,2019-09-25 00:00:00,10491952450672,3,669.4192637735857,0.19,Mobile Phone
319,2019-08-19 00:00:00,92862483328878,2,289.35333869187673,0.07,Tablet
320,2019-08-17 00:00:00,89383413204380,2,675.2266768256833,0.19,Tablet
321,2019-08-26 00:00:00,65004257238368,2,287.49404798544396,0.19,Tablet
322,2019-10-17 00:00:00,75118531672639,1,319.3182859156293,0.19,Desktop
323,2019-10-18 00:00:00,42616538380651,3,318.60660792801355,0.19,Mobile Phone
324,2019-10-17 00:00:00,37252412149199,2,108.3161623064366,0.19,Tablet
325,2019-10-12 00:00:00,62146801940663,2,107.19384224576669,0.07,Tablet
326,2019-10-03 00:00:00,17758634549650,2,452.11058980463395,0.19,Tablet
327,2019-09-08 00:00:00,56513401642207,4,59.53497327773396,0.07,Unknown
328,2019-10-27 00:00:00,41359763290548,4,655.4720742809825,0.07,Unknown
329,2019-10-17 00:00:00,65438226566028,2,547.3124131146495,0.07,Tablet
330,2019-10-23 00:00:00,72048741030221,1,249.53196216230768,0.19,Desktop
331,2019-09-16 00:00:00,63379528476523,4,633.5186223193729,0.19,Unknown
332,2019-09-02 00:00:00,82495538111240,2,685.3903667184896,0.07,Tablet
333,2019-09-01 00:00:00,70208224506060,1,485.2199267852399,0.19,Desktop
334,2019-09-25 00:00:00,97484631123613,4,255.32369405909188,0.19,Unknown
335,2019-10-02 00:00:00,19781994955287,2,408.5484782850738,0.07,Tablet
336,2019-09-05 00:00:00,21426907304644,4,444.5208754049713,0.07,Unknown
337,2019-09-04 00:00:00,9506441220753,1,43.05322230524284,0.19,Desktop
338,2019-10-22 00:00:00,36233404283876,1,691.9252508878086,0.19,Desktop
339,2019-08-22 00:00:00,16644459031305,1,134.1358683475045,0.19,Desktop
340,2019-09-21 00:00:00,9717736031844,4,503.0704843789468,0.07,Unknown
341,2019-10-16 00:00:00,48518617231976,1,467.34270646126464,0.19,Desktop
342,2019-10-19 00:00:00,27394093850491,1,397.07845231401126,0.19,Desktop
343,2019-08-20 00:00:00,71523398635143,4,327.2871721267781,0.19,Unknown
